"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Tuvalu","TUV","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.00860724172331735","0","0.00859404213623363","0","0","0","0","0","0",
"Tanzania","TZA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","30.8434525614166","30.9","30.9703296098506","31","31","31","31.2","32.4","32.3",
"Uganda","UGA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1","16.1","16.1","16.0640835978875","16.1","16.0639496289362","16.1","16.1","16.1","16.1","16.1","16.1",
"Ukraine","UKR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","3.9","3.9","3.86287620859695","3.9","3.88167902094994","3.9","4.2","12.3","12.3","12.3","17.7",
"Upper middle income","UMC","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4690684676279","10.6603431607984","10.469102641018","","11.5169773753338","","12.9180765690587","13.2438768750035","13.4619865818691","13.8495587331479","13.9066021864115","14.2776417380781",
"Uruguay","URY","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","1.7","1.7","2.32500934184476","2.3","2.29507712745326","2.4","2.4","2.4","2.4","2.4","2.4",
"United States","USA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","12","20.1","26.326199718432","26.6","26.328083601169","26.3","23.9","15.9","15.9","15.9","15.8",
"Uzbekistan","UZB","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4","3.4","3.3750589802659","3.4","3.37521371527249","3.4","5.8","5.8","5.8","9.5","9.5",
"St. Vincent and the Grenadines","VCT","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.5","0.5","0.465862061493792","0.5","0.466562636505707","0.5","0.5","0.5","0.5","0.5","0.5",
"Venezuela, RB","VEN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9","36.9","36.9","36.9025423875064","36.9","36.9025524393404","36.9","39","39","39","39","39",
"British Virgin Islands","VGB","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.0743447440124602","0","0.0239265980805522","0","0","0","0","0","0",
"Virgin Islands (U.S.)","VIR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","1","1","0.991597515787276","1","0.983624337365397","1","0.6","1","1","1","0.9",
"Viet Nam","VNM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.6","2.9","2.92944743522906","2.9","2.92950692092655","2.9","2.9","2.9","2.9","2.9","2.9",
"Vanuatu","VUT","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.0907589290005189","0.1","0.090716740815002","0.1","0.1","0.1","0.1","0.1","0.1",
"World","WLD","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1038996925146","11.9200226984187","12.1493661831455","","13.5079829993928","","14.5337172802786","14.834800973118","14.7028789439081","14.858399267639","14.9497849033008","15.2949781456114",
"Samoa","WSM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.228551141091498","0.2","0.242263364980923","0.2","0.3","0.3","0.3","0.3","0.3",
"Kosovo","XKX","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.6","0.6","0.605805312181478","0.6","0.605801443960698","0.6","0.6","0.6","0.6","0.6","0.7",
"South Africa","ZAF","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","10.6","11.7","12.9850092764781","13","10.2606485926041","11.8","12.4","12.5","12.7","12.7","12.8",
"Zambia","ZMB","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","38.0490508448198","37.9","37.8700104508234","41.3","41.3","41.3","41.3","41.3","41.3",
"Zimbabwe","ZWE","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1","26.7","26.7","27.2145424089062","27.2","27.2145851759137","27.2","27.2","27.2","27.2","28.3","28.3",
